,N_star,D,R_hull,m_mean,m_m2,m_m3,m_m4,s_mean,s_m2,s_m3,s_m4
32,1291.0,2.577072082877044,4.250527761169634,2.573933341554359,1.4357801796707819,1.4476959009082742,2.090025173889144,1.7875729190548562,0.8969855400516277,0.6741956943720221,1.150654558812693
33,2173.0,2.74488393598416,4.365955430946663,2.6698832272234783,1.5728934453495713,1.7539559716290931,2.4679976835902786,1.7924671368774054,0.8871649019289023,0.6484716349792412,1.1335566715511969
34,911.0,2.507797521933576,3.970886471743779,2.4871544531335816,1.3882629046791701,1.3625655427147025,2.0413996154428586,1.7959226108655792,0.8801488372893298,0.5769300900578964,1.1034984625611475
35,721.0,2.3977685906551307,3.7437374550727127,2.267427013664412,1.245986998244135,1.1474703196891936,1.7842440391580707,1.7920924537589469,0.8879215264764326,0.5711994454465203,1.1118893211687348
36,505.0,2.9841943669364728,3.7797085514164883,2.558011167736983,1.2894223487288767,1.176992362993147,1.8237708872197593,1.8035116025202373,0.8644917001191419,0.5618679020399843,1.0846600796640389
37,855.0,1.4656271640106884,3.3262372655412795,1.2060195891983063,1.377729055908275,2.935156891692843,4.686027666089954,1.7866063737514326,0.8989091529574907,-0.22486205533506035,1.0913922117996822
38,1626.0,2.1008463937391175,3.619053089439395,2.0373008305165703,1.0858849573765104,0.9848659109527799,1.5048569564827914,1.786842340572114,0.8984400090928554,0.4964659292949127,1.095712904318772
39,1108.0,2.013147689104467,3.572142831248937,1.8091412234647375,0.9476929820667358,0.877353574259611,1.3186201571824026,1.7820535678743177,0.9079014711004805,0.3501315809969902,1.0915882034062137
40,2295.0,2.181106628924103,3.745212099540196,2.032820313263554,1.1710718950047565,1.211791000030593,1.7390262253442703,1.7762921224690016,0.9191225683523256,0.5319185250035587,1.1210351891817922
41,271.0,2.775122717914745,3.8663878077264844,2.5925439682065345,1.3787498407717043,1.3416482989252825,1.9555108034788906,1.7916302057827216,0.8888538719761316,0.6400304566584238,1.1257688790981115
42,353.0,1.06814776951639,3.0343262576249304,0.9795663117980565,1.7846585116014457,3.4663115518845187,5.091704190075008,1.7750766519678591,0.921467785458925,-0.31495966335140874,1.1099508164691292
43,1894.0,2.240013621889294,3.9782929517491517,2.33730318706708,1.2746241673175567,1.3077847572082182,1.9388762441528016,1.7905826927178492,0.890962188052496,0.5968693583317666,1.1194097112139394
44,951.0,1.9622415599179166,3.6191016729379877,2.047260648028224,1.0830296636269412,0.9181291592458419,1.4684536429651776,1.796090429364259,0.8798063250205207,0.4770667289787172,1.0762220632501969
45,452.0,2.9076849300801832,4.0423127976163284,2.7283657231164606,1.5741013329731317,1.791378099158013,2.54580052729642,1.7985260859000363,0.8748165055239265,0.6150376425436894,1.1120212315274292
46,657.0,2.331354452375507,3.771510722139339,2.3492657799431043,1.3091338813858566,1.4057515534229263,2.0432169538782623,1.7832624293505348,0.9055247694385988,0.6072403801185674,1.1266083733524999
47,437.0,1.7239953256758525,3.4133400760425996,1.665528493943108,0.9968628244104593,1.2175691292343058,1.7626357960209706,1.7747017658487858,0.9221895912951955,0.5109249014624069,1.126741918221531
48,1388.0,2.630931991794311,3.9796947306813073,2.5362091922598813,1.3405490114407976,1.3355102981682005,2.0260133966222917,1.8026373600360077,0.8663131929056684,0.5428032431377243,1.0792615509634316
49,623.0,2.3153481846317394,3.621483961280743,2.261507775685808,1.0871634028599577,0.9065644164637863,1.5038772052588876,1.8011750102734518,0.8693495168034728,0.46795098642283883,1.0762228458180279
50,1024.0,2.5413866940414884,4.036553443666789,2.5929286262107016,1.4165373296991979,1.424561614190321,2.0657900062810883,1.795443664028746,0.8811254447007143,0.6139463386232323,1.1152164908723061
51,594.0,1.0479036956657601,2.9591978083720925,0.6895999104316518,1.5993414802297163,3.618162227519198,5.737944066354143,1.7344874689079783,0.9957676537230933,-0.30608304683684956,1.172355335744558
52,748.0,1.6028506574696813,3.364198568588733,1.529449015955417,1.0048727472290755,1.4695879387671869,2.3328540606924744,1.7932491432715443,0.8855831469466175,-0.1799241589586671,1.073137819854888
53,3316.0,1.9295754353416867,3.5479747545621754,1.700732072908407,1.0228908851112122,1.7574449000311039,3.3156565136146847,1.7853826493343579,0.9013372262676299,0.321734270617506,1.0822272566515476
54,886.0,1.148003801895162,2.685944577285359,0.506076550069307,2.1560877653946373,5.557811901492305,9.139571082402583,1.7642444791427094,0.9420410913619791,-0.6872078943892975,1.1252574674684508
55,2221.0,2.7742387667787956,4.05665059213224,2.556134705623001,1.413563184805791,1.5013732439468617,2.252908231787202,1.8005110241054405,0.8707238667193944,0.5552924908650485,1.0884497823387551
56,1213.0,1.681993573938339,3.2874642542588854,1.457888488649583,0.9923868113856803,1.9814175376321168,3.475397916644022,1.7912737671046002,0.8895719708280476,-0.14378624878020319,1.0686659915235839
57,1238.0,1.7597255956254416,3.400899913837255,1.4780432616649446,0.9659084699777556,1.875572171763759,3.31612066268458,1.7738368179603163,0.9238522302015723,0.3552946804530495,1.1239078658998216
58,1116.0,1.7008854307216057,2.9109467630378814,1.205802158280441,1.0138673117733503,2.3414484400136426,4.124828045955504,1.7760478245263271,0.919594543804658,-0.47946030865526235,1.0820165312081134
59,1760.0,2.722195017741647,3.910184958930285,2.5052472285930514,1.3567229042162305,1.3532370112623595,2.015806687803574,1.8014730505519736,0.8687317469362853,0.5452339883145695,1.0846536345327304
60,1783.0,2.2159486572697302,3.6147329404968103,1.976535093972509,1.0166616021236872,0.8772749571295069,1.3961906436059617,1.7932731771596138,0.8855344781993896,0.4617725653107216,1.0817179369974552
61,1288.0,1.4510825232490394,3.306612322573497,1.0703535951842198,1.1774335525926416,2.375582484093665,3.6963300635798664,1.791008151508829,0.8901066235170524,0.3774198500903506,1.0863326110918594
62,1760.0,2.680007486588093,3.6868585609871176,2.3566442206447604,1.2070858213673419,1.0538542644634115,1.6739760268631276,1.7958761385980146,0.8802436565032884,0.5531422241870295,1.102841769515705
63,2507.0,1.6207751557840397,3.5547428822501135,1.500938192955719,0.8868740280659202,1.0221259291455418,1.4828796747436375,1.7903217546288706,0.8914864075815211,0.4914980733342591,1.106982286268683
64,360.0,1.3087109677252973,3.2712759317277516,1.246497837626623,1.2619230079026391,1.9592907220779563,2.7113209556344224,1.773239275287592,0.9249986338246869,0.5032103454325997,1.1570082217305537
