,N_star,H,sigma,L,R_hull,m_mean,m_m2,m_m3,m_m4,s_mean,s_m2,s_m3,s_m4
0,557.0,0.06826949711550123,2.2771739150309545,0.0025394974822742352,3.977804877730722,1.8382348150793908,2.03785012670993,2.815562318331476,3.846036475664322,1.7597613267108414,0.9503894322923101,0.66776830632007,1.2005089520537389
1,745.0,0.4507956281399803,1.3262931660282273,0.0006102956696658927,4.2639509060074365,2.353413879634034,1.8177584053147335,2.274590655065856,3.2069426907263074,1.760194182111834,0.9495875111118774,0.7483080471349026,1.239532969857788
2,427.0,0.6187113590260143,0.8535373015463078,0.0015513077281023155,4.129953456725626,2.5632872283939907,1.7293719101821994,2.2162739884410025,3.1962410917881736,1.7829011943229773,0.9062358033545682,0.6897908555695863,1.1693155062036804
3,376.0,0.7899743093248294,3.019026880373619,0.00394037936558618,5.024824386727825,2.537352451504136,2.7666511058149084,4.067530299752992,5.78042512052259,1.6516682277429056,1.127826256772119,0.9986408445871344,1.4549683441006
4,650.0,0.6176215910916195,1.820408260683587,0.000817024230029787,6.9412221913843855,3.008016814928634,4.219822796672684,6.613600721634913,9.203203836926782,1.6254131488330956,1.1653463414798533,1.2394511425798802,1.6893059492363565
5,562.0,0.03187351875151134,1.2616620595645545,0.0010471475491324852,3.8111286469927554,2.2683206528139173,1.5611117110331614,1.7051061527496354,2.4428447847282424,1.794409288922747,0.8832300401524875,0.5982889670924807,1.1164715707510275
6,436.0,0.08796874956881295,1.4828012055803197,0.0011145580828004328,4.152822998454559,2.192175325460597,2.068843327622054,2.698102395684447,3.6748478745912423,1.7695850326154585,0.9319703924177787,0.6035186762551884,1.1851376073786737
7,952.0,0.9543817946046569,0.5554909678825596,0.0036401213439074386,3.904699601035909,2.520666432261674,1.3726644421355174,1.3060113271265272,1.9387208875420705,1.7956077958022687,0.8807909193753745,0.6232568599934408,1.1170401571682043
8,563.0,0.7475781136016585,1.9464681477665242,0.0011508456015843448,5.110710619484763,2.558684006767613,2.6637889050563,4.23178653366581,6.101023443533723,1.7377122838128332,0.9901292939237725,0.9100992194925246,1.401586430589442
9,546.0,0.4933176692027581,1.852690444807505,0.002580424452736462,7.342123560946271,2.8914175738453762,4.63707893026696,7.430769954531236,10.072133660203201,1.5909567080293223,1.211964006551557,1.385570835684628,1.8442694295529143
10,911.0,0.19051813406483875,1.5151119847085912,0.004103038271728806,4.028451669882066,2.1339176695228024,1.8911150659731986,2.6642956815841234,3.928082012296118,1.780564067637685,0.9108191922865582,0.5838109547957704,1.149892091283108
11,431.0,0.7927229550196758,2.00017601868644,0.004663610396103764,4.297041595399034,2.3289279611018485,1.9242025683914252,2.4647402249160875,3.4545033496016933,1.7441833509947597,0.9786850556295882,0.751535897093674,1.2599729646357511
12,560.0,0.8036982678230488,2.7578828605594534,0.0006061743347367196,4.957976974876511,2.375643133275796,2.6735205143460186,4.4469334494448125,6.429188974854503,1.7486096443788013,0.9707545063431036,0.7076383431502138,1.2659048184531503
13,515.0,0.7197327066260109,2.236983801275329,0.0019037224409662972,3.9345212769101723,2.062925568273573,1.7931841005564353,2.6161821554333824,3.7804465506162064,1.7638156694648106,0.9428437220188741,0.5077380560931224,1.166472430450239
14,777.0,0.4685812807591381,3.1335810227984098,0.002121076115740471,5.803800647444128,1.9584579847071297,4.594542285585421,10.580532083822032,17.064440929374957,1.6088249233901928,1.1881424013469695,1.2291424219099165,1.8258944937310313
15,876.0,0.021226648816460747,0.8825642996635058,0.0017402613695542987,3.774878640241971,2.335927075950036,1.4485575255688992,1.5672161310298836,2.3498900723614953,1.7992271427431197,0.8733737394818039,0.5736543682832193,1.0994845123657264
16,414.0,0.7418834850369942,1.583231026824087,0.004764561778630814,5.093546758302792,2.7425081555321156,2.5867009201592444,3.489960518046632,4.682176318988589,1.7340044875115976,0.9966084673981266,0.8860113572893747,1.3481382383664477
17,477.0,0.4009876798843939,1.1138717314874365,0.0006453032724214149,4.173766141187113,2.436405908674603,1.7728845859187907,2.2025657899654494,3.048607351244881,1.780324172621281,0.9112880117615682,0.6663622085976426,1.1719764261487695
18,923.0,0.7566688752378835,3.2834714311846556,0.0024255439619904227,7.449095550504374,2.556841776824529,4.177358026592742,8.400697242401783,13.978976942459777,1.533483157135828,1.2839117597330172,1.4248679292975486,1.909802433226883
19,640.0,0.0652453211722317,1.391430359475733,0.0005696237240780331,4.08392293039649,2.232534816786402,1.7185532120197777,2.03409431758094,2.797446093147934,1.7737858546801593,0.9239500753485421,0.695439168209858,1.190348953341891
20,336.0,0.8926418719683477,2.995259553905694,0.0007769612056941148,3.769436468002943,2.0160134664409854,1.5174572090360858,1.7927463344925785,2.4443753731121487,1.7794244305222988,0.913043644115873,0.5198626683384464,1.1305040012532517
21,474.0,0.12365310705359656,2.8262085919839235,0.0017728907350273604,4.354915168177436,1.7412196199648944,2.448662498340544,3.787432127228449,5.286095419632665,1.7433138575868217,0.980233030429884,0.7525416211557281,1.2743312739579382
22,701.0,0.572858862524127,1.726924446956045,0.0034670140631224084,5.103944755307114,2.432184829821683,2.9336780367788755,4.625983068533931,6.8876593986030725,1.7164627753362722,1.0265259572387362,0.9150301018037971,1.4251521619795862
23,903.0,0.7471119967391604,2.7603087189069373,0.0013341303932493734,7.283631956041121,2.7003950243827486,6.003114416466702,13.019151043029792,20.907212598969696,1.6162863473133116,1.1779721743269609,1.4493848898141901,2.1334240281367336
24,938.0,0.4404581800343569,3.4480601455131317,0.0009924690724244629,5.283293546420648,1.8329163825526975,3.363960828161441,5.8944476016184595,8.328125515443737,1.74294611815862,0.9808867565605089,0.627060939680244,1.3257447414528156
25,769.0,0.6494443809133426,2.1563597192846413,0.0008730425790268468,4.684260646390446,2.340163593979047,2.3227568157737113,3.8386189140490505,5.734047609331029,1.777363415594427,0.9170492292709885,0.653261711893324,1.2160291475031366
