,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,visibility_periods_used,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error
69,3015414663561330560,85.11310181266104,0.0851411754460387,-8.126798443577243,0.09413388925694809,2.9659355620513352,0.1139693907462217,0.7448789432762277,0.19152994074787622,-0.018894242516392455,0.17408523630015854,204,6.5629277,359.7536,12,327.26532,17.161957,17.036716,120.11107,1.711185,3.5918427,2.1484451,1.4433975,,
70,3015416037950917248,85.30845378530358,0.05870614511898243,-8.132620986299026,0.06254396663243225,2.345247808260829,0.07976075691780242,0.10716616495395963,0.14478102994102796,-0.2599205043432688,0.12828011381496726,184,14.605564,620.4326,11,61.163815,15.290746,15.781287,22.54155,1.5661144,3.05342,1.7467241,1.3066959,,
71,3015417682922382336,85.35564466788185,0.026567291126816925,-8.098534108961665,0.03268629519499651,2.429477483067516,0.038857455083686945,0.3481642054242692,0.06314010054391783,0.1367562826516226,0.06392784978945901,179,4.9781427,283.44308,12,170.14204,12.499839,44.912815,68.25401,1.3420846,1.5529423,0.68142414,0.87151814,,
72,3015418099535217024,85.37745908072529,0.0722168973610506,-8.080083841217304,0.08464926293494116,2.436870088423218,0.10887054618487757,0.46646294320842435,0.18189603584509495,-1.7876468638532532,0.18734484115618819,183,11.212121,483.12643,12,327.34448,16.421568,28.770329,80.5729,1.6533053,3.5519161,2.148283,1.4036331,,
73,3015419572707866880,85.18405960951827,0.11381845958919751,-8.12637615622214,0.12755639521933268,2.697866389831836,0.15742119610011657,0.04149164009741744,0.26243837927325064,-0.04731152713940061,0.2718039038217779,190,5.5335526,312.21252,12,141.06017,17.74643,17.173758,54.19168,1.7872795,3.443489,1.9622288,1.4812603,,
74,3015420259902423552,85.19258852548452,0.023796721095972816,-8.09010495709271,0.027725387985609508,2.605061195625598,0.0334601706844775,1.3785370561843384,0.05513208292839718,0.3710418773033309,0.05356789121799159,194,8.726707,413.37662,12,129.21793,12.9531765,53.04199,45.953815,1.3679032,2.0164156,1.0082035,1.0082121,,
75,3015420362981638528,85.19333569731518,0.02560288377657702,-8.076692754658264,0.0289882881055441,2.5415487080390067,0.03583991326952753,1.1648979701292659,0.059980776663117887,1.2580371799097878,0.056940594289867884,201,8.798653,425.79294,12,934.433,13.420453,211.7579,365.0665,1.5150988,2.3548222,1.1722593,1.1825628,16.90096955571525,8.074361792617447
76,3015421157551880064,85.15566216354549,0.042083745262974,-8.067508986572344,0.0469986462866029,2.352880633367314,0.056824157759304855,-0.19027399971601625,0.10108958025124218,-0.9890274193647356,0.09156503056173369,183,19.953432,880.34717,12,1478.6222,13.194589,163.77522,499.5758,1.5041156,2.8456802,1.6040802,1.2416,23.124259767094777,4.9304188340621975
77,3015429197730665216,84.85830480304895,0.04700525915804749,-8.068561441564789,0.04941734624550217,2.7659064078001983,0.06112474080951149,1.3504443948007216,0.10702806385108571,-0.05496411937199751,0.112883521851393,217,4.515065,318.34863,13,53.962257,16.22566,16.67925,17.765583,1.569308,2.3682156,1.1452942,1.2229214,,
78,3015439540011905280,85.05885309201233,0.04473358646615968,-7.896325630228834,0.04978094738902146,2.4639980849489285,0.061526837955263376,0.9648706991388313,0.10810849715428392,-0.2530624025847925,0.09714397581698128,197,6.748812,355.93036,12,338.8042,15.778889,62.3397,102.241066,1.5038164,2.7569065,1.5257664,1.2311401,,
79,3015611231328331648,84.4539891053858,0.02251085290988363,-7.955489981232731,0.02493728080203835,2.5188164819335617,0.03472649440100496,0.452416063290287,0.05852147325312573,0.8048858742598022,0.05953175341177468,187,2.3190775,229.14923,12,401.26047,14.377781,69.58726,162.65004,1.3618126,1.9402437,0.9534607,0.986783,,
80,3015626697506911616,84.9418568498832,0.07793601403780574,-7.883531979526341,0.09075311964582583,2.6731650434032352,0.10695125947869995,0.30838148085165806,0.19966976430127953,0.06384957968193249,0.20429573269297038,180,3.2501822,242.29059,11,305.44785,17.071302,16.576193,210.59636,1.5800569,3.2796936,1.9440689,1.3356247,,
81,3015628965249638272,85.0261128463561,0.043691351434391276,-7.795692092248315,0.047001196316536986,2.5096850251183564,0.05702545165152099,0.12094851152375209,0.112539635619184,0.31597733030589825,0.1005678853310218,190,6.2382517,331.82364,11,558.5385,15.798096,62.842438,207.57916,1.4682913,2.4515944,1.287777,1.1638174,,
82,3015633157137720704,84.90137426035695,0.05421336460570829,-7.730840134281658,0.05487432499036444,2.5356737240091096,0.06804529796098939,1.2704677179481931,0.1343712913410097,0.6004690227954727,0.12339338250522013,152,10.932207,424.0601,12,135.26073,14.790037,25.990011,56.238728,1.4251696,1.9803648,0.9353609,1.0450039,,
83,3015637177227123072,84.64666668890669,0.09601400027469614,-7.838802149887144,0.10722635915547031,2.509853079308999,0.1309591501306334,0.7535646762140027,0.21529481828269306,-0.16804719097449805,0.21317301015159415,197,50.303616,3822.155,13,1069.859,12.713502,194.72137,392.86362,1.3019611,1.5760221,0.7307787,0.84524345,,
