1.556789734051908880e+01 -8.345640103295608014e+00 3.153995425467748248e+00
1.934594736807740389e+01 2.190846097609806975e+00 6.554835638334942871e+00
2.004235115941112610e+01 3.636684613753516260e+00 7.386289046960506255e+00
1.137117224028454388e+01 -5.378715710049362997e+00 -1.361891999583029644e+00
2.287807416700907481e+00 -2.272882080591553233e+01 -1.287121512601849815e+00
5.906739955499965333e+00 -1.527432041809871066e+01 3.052208047616552733e+00
3.795540361244135852e+00 -1.898958040206322551e+01 5.370973263368341577e-01
-6.184293300842185204e-01 -2.776047550967004440e+01 -2.014101585010706685e+00
2.067035315098664228e+00 -2.210910466821155751e+01 -1.351204800551812468e+00
1.968523659297055417e+00 -2.228789911234981957e+01 -1.447225482655412065e+00
3.423974029784247364e+00 -1.934928268730313050e+01 3.381392003102234867e-01
2.380823474541472251e+00 -2.142787388064419929e+01 -2.608627531683396228e-01
2.810543810651012109e+00 -2.051843549683896128e+01 -4.500304465919597874e-01
5.142328878196465780e+00 -1.581516953693166272e+01 2.146605593764583375e+00
8.253467793054070967e+00 -9.374810220799318472e+00 5.960737739176998673e+00
2.084428380381773138e+00 -2.180491836215668400e+01 -1.451575330506983619e+00
4.297880755497038763e+01 6.075204777518354149e+01 4.768332902481379421e+01
2.623446917238680953e+00 -2.032486084052672481e+01 -3.998484921960830718e+00
1.556458409937960141e+00 -2.248173619004327861e+01 -2.022772573550589925e+00
1.808492036844704387e+00 -2.196321324597654723e+01 -4.849649236266394325e+00
1.980945752007862382e+01 1.449401454943171075e+01 2.049240249302219041e+01
3.537191444676210494e+00 -1.838017448121030384e+01 5.315201902019239810e-01
6.910956561201544446e+00 -1.154569299740623478e+01 4.601195704001931119e+00
3.124127593538730707e+00 -1.897038521913854936e+01 2.721189663281293747e-01
1.977474284217024092e+00 -2.111810965503519810e+01 -1.396929079005644780e+00
1.972056299992480888e+01 1.519764711262502033e+01 2.421163373041138556e+01
2.192760944652697219e+00 -2.021702151750980647e+01 -1.060845235406944198e-01
1.291136768089987186e+01 1.724820629104584668e+00 1.601760456460545612e+01
1.099443662773602881e+01 -2.161139630706827575e+00 1.332257198865897152e+01
1.325925828922241578e+01 2.469860621375048026e+00 1.620301152222274510e+01
4.178887998680266946e+00 -1.578698809683665161e+01 1.044834544753541650e+00
4.385752483095771481e+00 -1.508078634029303089e+01 1.891564863898004489e+00
2.461520492044392938e+00 -1.893524372587694415e+01 5.012047719661083534e-01
4.669350469307595120e+00 -1.436184402458650311e+01 2.102038187763362487e+00
1.766284037999632517e+00 -2.015803021929761485e+01 -6.681535089078067813e-01
8.385947512888108690e+00 -6.275807174514795861e+00 1.006941161317926259e+01
4.883627432837087667e-01 -2.155540970987821936e+01 -1.078850196521841553e+00
8.075275939713861817e-01 -2.078957505247259974e+01 -1.076133376305179468e-01
4.443678560269177069e+00 -1.297718084110475445e+01 3.683413685980504226e+00
5.645913386567329439e-01 -2.109210845285079472e+01 -4.587769514266497595e-01
-1.487440154256184144e+00 -2.504896447373593560e+01 -3.022412705427171886e+00
3.122124140767134293e+00 -1.531338355426068176e+01 -5.350051995812719952e+00
-5.953441867294131384e-01 -2.300388852332713441e+01 -1.704451417671776881e+00
1.584374433050896869e-01 -2.116524397222303833e+01 -2.549209148034890404e+00
1.955514676776530791e-01 -2.107146951813794544e+01 -6.345061541264982452e-01
-2.476206810295650484e+00 -2.670536027133678658e+01 -4.447741510947651022e+00
-3.697709711903890195e+00 -2.911315298044033284e+01 -5.790701350308800954e+00
2.068033407455068584e+00 -1.693020550519811707e+01 1.475776946452775462e+00
-1.509363435145566257e+00 -2.445480724738007439e+01 -3.034634925334003697e+00
-3.405163263279447960e+00 -2.838026971234410212e+01 -5.332060221061063032e+00
-3.443457115562090110e+00 -2.838744336374043087e+01 -5.564271328569112995e+00
-7.013485124638734192e+00 -3.582905696010659824e+01 -1.007632322375414446e+01
-3.727219479662146284e+00 -2.881065004541581231e+01 -5.632719551163923200e+00
3.697846678181662128e+00 -1.304574806992924607e+01 3.892171324032737800e+00
-6.131305626070115977e-03 -2.063353719231876937e+01 1.220549281212889525e+00
8.390768686924374720e-01 -1.862945592229976910e+01 6.661946178606044100e-01
-1.357094284938021644e+00 -2.313468692382683400e+01 -2.000671083283869223e+00
2.800168063924601825e-01 -1.952578626149099250e+01 -1.466976495951158199e+00
-1.527693838561177131e+00 -2.272402331384485308e+01 -2.081481350121599405e+00
1.288043220996856064e+01 8.506330921529325906e+00 1.211153971119765771e+01
-5.203033819369125013e-01 -2.036626894940843613e+01 -7.898098929531585100e-01
-5.589099480810446607e-01 -2.044497774245364496e+01 -1.485979137129760375e+00
1.827378182353406544e+00 -1.503096029436511571e+01 -3.993122818541294805e-01
-5.696445713887726470e+00 -3.075334056184330223e+01 -8.140847486322030591e+00
1.279195883756109708e+01 1.006841448853700172e+01 1.287250369217310464e+01
1.335184353714239336e+01 1.142197743494475048e+01 1.294517983867003608e+01
-1.598246948012779001e+00 -2.124512524045259454e+01 -1.675005784178217993e+00
9.917368234467190291e+00 4.002938812694765147e+00 -1.223650384097762611e+01
1.274758157614726173e+01 1.027258914638241549e+01 1.284157128271105108e+01
1.174714921823647984e+01 8.298909372290694364e+00 1.082229448862414500e+01
-1.180810753553579673e+00 -2.002449901599922555e+01 -1.804956026436649097e+00
1.063830479412051062e+02 2.159208369032220958e+02 1.399953813629130082e+02
-1.015399783566550695e+00 -1.959754917094238635e+01 -5.801510446989084357e-01
8.525199465547594002e+00 1.346885296388336428e+00 -1.339609321723497004e+01
-5.043588764734273866e+00 -2.835581141555971385e+01 -5.474798020047472846e+00
8.327491144004014245e+00 1.045716543617743355e+00 -1.340133749800656204e+01
5.781305215436695732e+00 -4.354734296518429915e+00 -1.553135778104486775e+01
8.599047843868362406e+00 1.919897652608952399e+00 4.581500282238202715e+00
8.598280910432727353e+00 1.926118011770540761e+00 7.867888046905328281e+00
1.107914449338559848e+01 7.571808410314901039e+00 1.055013064503427955e+01
1.051330412845052820e+01 6.925026447112287542e+00 1.010629965440489997e+01
-1.248826189493343009e+00 -1.899725715001093818e+01 -9.429520273953684750e+00
7.831162858841054231e-01 -1.423911044779197255e+01 1.695021528324751614e+00
2.148646930098792041e+00 -1.116707988752845893e+01 3.697379537865693067e+00
7.512399457748678344e+00 1.367769546969327621e+00 -1.271933918924715101e+01
1.031768856074478435e+00 -1.305772708561161721e+01 -5.522356269504165027e+00
-1.875294101288844217e+00 -1.954870631885395937e+01 -8.848621810424553757e+00
-8.108210167658995715e-01 -1.709754148875244084e+01 -7.878673641464757793e+00
1.653854039677824517e+00 -1.066653895443378985e+01 -4.932969436757801418e-01
9.248441249209818693e+00 6.520360405237028090e+00 9.880644902812925068e+00
7.904474272956115044e+00 3.569055764282310861e+00 8.224767836617495220e+00
8.782439495927064854e+00 6.012004007864334199e+00 7.497566300035948927e+00
-3.010861221468971394e+00 -2.069930565188276717e+01 -4.744711453242260291e+00
9.727246154661294497e+00 8.245423736268406856e+00 1.041561732065100188e+01
8.772816771699559979e+00 6.104125939958009894e+00 9.230538993784342949e+00
7.450699690962522936e+00 3.134839388831139217e+00 7.485318525015024704e+00
-1.095723854845608969e+00 -1.610552070994862106e+01 -1.766694629887751944e+00
-2.103634680005306734e+00 -1.801155925265156554e+01 4.519406919227009212e-01
1.180095671814711267e+01 1.374523602842805303e+01 1.198569687149386453e+01
5.996630074009388522e+00 2.287617166277684078e+00 5.966478115568044416e+00
-1.982336666096770728e+00 -1.614574981525576902e+01 -8.201286006244863813e+00
-2.505754196965469305e+00 -1.706047248443280751e+01 -5.838040234902663883e-01
1.758227437446123531e+00 -6.935641800280961888e+00 1.303711160811147352e-01
-1.607365563140930931e+00 -1.469689782575322567e+01 -4.032589647224632756e+00
-4.952670406984708507e+00 -2.236815194685345887e+01 -9.087831095627350919e+00
-7.036374446592922993e+00 -2.718405090951590353e+01 -1.071310592769417980e+01
9.543791747708446849e+00 1.151724580958776301e+01 -1.966123744887703140e+00
8.934186904162714882e+00 1.056115001884310800e+01 1.032162962556098051e+01
-7.511113302895239485e+00 -2.784295859381741423e+01 -1.088293549210452227e+01
4.885541739989413657e+00 1.611886353473209965e+00 -1.654544519567267002e+00
-3.672785784654145402e+00 -1.784579248870197432e+01 -3.144708598859182302e+00
-3.039469372424591143e+00 -1.576086778729990101e+01 -1.907472517426825220e+00
1.826964685646451869e+00 -4.196511326139585663e+00 4.549616805689559840e+00
2.925790217666140336e+00 -1.388661806736152471e+00 -1.713375355858746474e+01
-2.288029586496115542e+00 -1.357135647285819857e+01 1.090716426284807028e+00
-2.065424973562237199e+00 -1.260752492387696577e+01 2.342705786366323650e-01
-5.039815025086099354e+00 -1.971093929259372146e+01 -5.842895375310050099e+00
1.266642119003684996e+01 2.278327009683732740e+01 1.033165219460847339e+01
-3.179694712069071727e+00 -1.491510537049295237e+01 -8.226507960112613205e+00
-1.221987901516015995e+00 -1.008439609202311260e+01 -6.980630216884264883e-01
-2.300569189078728982e+00 -1.265751435295483418e+01 -2.098677713930264588e+00
-5.527580569920083065e+00 -2.035248883035077938e+01 -6.350404645082555533e+00
-3.543562622319051059e+00 -1.544622272743671942e+01 -4.728461441733344373e+00
-3.737103606157674562e+00 -1.585347632430131171e+01 -2.443594875592992821e+01
-3.441096956141649343e+00 -1.502200280438304958e+01 -8.433220723547030673e+00
1.051778752050267940e+00 -4.076186860026297154e+00 -1.950716090925219248e+01
4.719966520936061727e+00 4.796951957739508998e+00 -1.634673442438472080e+01
2.815599886594277734e+00 1.957514501870178947e-01 -1.798487233285685249e+01
-8.976095494958343579e+00 -2.823176746327486342e+01 -1.147799010843290546e+01
1.756588724215596642e+00 -1.871280608190176054e+00 -3.536327826482633441e+00
-4.663078786387401919e+00 -1.699290634061479466e+01 -5.860124594717753155e+00
1.427110439570583367e+00 -2.151151368543708031e+00 1.971635578866916205e+00
-5.787193371733749814e+00 -1.960164704816114067e+01 -1.440426357027940441e+01
-1.009192237002068282e+00 -7.943932892821180758e+00 -9.055834669987874008e+00
6.227009931104277030e-02 -5.305364021950865094e+00 -3.303625503129431706e+00
-1.038995071900924216e+01 -3.080194440607331785e+01 -1.600193694068698846e+01
-6.471327782949998664e+00 -2.112372187436331217e+01 -8.250472598619694509e+00
-5.178804813431099774e+00 -1.758751724225837165e+01 -3.356249825309902235e+00
2.113609588791263150e+00 3.258319033935350717e-01 -1.776149685740937656e+01
1.541992204599894478e+01 3.306474371605861506e+01 1.173509480885306999e+01
1.991034517116467839e+00 2.381255187532786977e-01 -1.865468856142810949e+01
1.773755657999629420e+00 -2.279285174877543341e-01 5.901054769587965154e+00
-7.398783003999113816e+00 -2.257479442272349957e+01 -2.620419143023737263e+01
-2.885203795052738940e+00 -1.121739823357543742e+01 -5.304916726447920894e+00
-3.299995685654288025e+00 -1.214528036369790698e+01 -7.565416390952044878e+00
2.088389339257517463e+00 1.353861054037281519e+00 -1.738308807529403310e+01
2.591514190238207505e+00 2.598782048435566594e+00 -1.693981250425264307e+01
3.037456659345956211e+00 3.719257678298319547e+00 4.040147315664661676e+00
7.011626808340857053e+00 1.358809807784189161e+01 -1.301227317390607396e+01
